LineId,Month,Date,Time,User,Component,PID,Address,Content,EventTemplate,EventId
1732,Jul,7,12:24:31,authorMacBook-Pro,kernel,0,,ARPT: 770597.394609: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,ARPT : * : AQM agg params #spec# maxlen hi/lo #spec# #spec# minlen #spec# adjlen #spec#,719bf6d7
1733,Jul,7,12:24:31,authorMacBook-Pro,corecaptured,38064,,CCFile::captureLog,* : : *,881f3c82
1734,Jul,7,12:24:31,authorMacBook-Pro,corecaptured,38064,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-07_12,24,31.376032]-AirPortBrcm4360_Logs-011.txt, Current File [2017-07-07_12,24,31.376032]-AirPortBrcm4360_Logs-011.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-07_12 , 24 , 31.376032 ] -AirPortBrcm4360_Logs-011.txt , Current File [ 2017-07-07_12 , 24 , 31.376032 ] -AirPortBrcm4360_Logs-011.txt",c220e960
1735,Jul,7,12:24:31,authorMacBook-Pro,corecaptured,38064,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile : : captureLogRun ( ) Exiting CCFile : : captureLogRun,3e6715e2
1736,Jul,7,12:24:31,authorMacBook-Pro,corecaptured,38064,,CCFile::captureLog,* : : *,881f3c82
1737,Jul,7,12:30:08,authorMacBook-Pro,kernel,0,,ARPT: 770602.528852: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],ARPT : * : AirPort_Brcm43xx : : platformWoWEnable : WWEN [ enable ],c04d1c6d
1738,Jul,7,12:30:08,authorMacBook-Pro,kernel,0,,TBT W (2): 0x0040 [x],TBT W ( 2 ) : #spec# [ x ],a28acb59
1739,Jul,7,12:30:09,authorMacBook-Pro,kernel,0,,ARPT: 770605.092581: ARPT: Wake Reason: Wake on Scan offload,ARPT : * : ARPT : Wake Reason : Wake on Scan offload,c58b5cde
1740,Jul,7,12:30:14,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::handleWakeEvent_gated,* : : *,881f3c82
1741,Jul,7,12:30:26,calvisitor-10-105-162-178,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,IO80211AWDLPeerManager : : setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,2782e72c
1742,Jul,7,12:30:29,calvisitor-10-105-162-178,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager : : setAwdlAutoMode Resuming AWDL,f49c32e3
1743,Jul,7,13:38:22,authorMacBook-Pro,corecaptured,38124,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,CCIOReporterFormatter : : addRegistryChildToChannelDictionary streams #spec#,1a9ac16b
1744,Jul,7,13:38:22,authorMacBook-Pro,corecaptured,38124,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-07_13,38,22.072050] - AssocFail:sts:2_rsn:0.xml","doSaveChannels@286 : Will write to : #spec# [ 2017-07-07_13 , 38 , 22.072050 ] - AssocFail : sts : 2_rsn : #spec#",13ecb5be
1745,Jul,7,13:38:23,authorMacBook-Pro,corecaptured,38124,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-07_13,38,23.338868]-AirPortBrcm4360_Logs-013.txt, Current File [2017-07-07_13,38,23.338868]-AirPortBrcm4360_Logs-013.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-07_13 , 38 , 23.338868 ] -AirPortBrcm4360_Logs-013.txt , Current File [ 2017-07-07_13 , 38 , 23.338868 ] -AirPortBrcm4360_Logs-013.txt",ef4c626b
1746,Jul,7,13:38:23,authorMacBook-Pro,corecaptured,38124,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,CCIOReporterFormatter : : addRegistryChildToChannelDictionary streams #spec#,1a9ac16b
1747,Jul,7,13:38:24,authorMacBook-Pro,corecaptured,38124,,"CCFile::captureLog Received Capture notice id: 1499459904.126805, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
1748,Jul,7,13:38:24,authorMacBook-Pro,corecaptured,38124,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-07_13,38,24.371339]-CCIOReporter-019.xml, Current File [2017-07-07_13,38,24.371339]-CCIOReporter-019.xml","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-07_13 , 38 , 24.371339 ] #spec# , Current File [ 2017-07-07_13 , 38 , 24.371339 ] #spec#",c9d778c1
1749,Jul,7,13:38:29,authorMacBook-Pro,networkd,195,,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! NeteaseMusic.17988 tc12042 103.251.128.144:80,- [ NETClientConnection evaluateCrazyIvan46 ] CI46 - Perform CrazyIvan46! NeteaseMusic.17988 tc12042 #spec#,fbf5886c
1750,Jul,7,13:38:50,calvisitor-10-105-160-205,sandboxd,129,[38132],com.apple.Addres(38132) deny network-outbound /private/var/run/mDNSResponder,#spec# ( * ) deny network-outbound #spec#,f1fd7d4b
1751,Jul,7,13:40:30,calvisitor-10-105-160-205,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,Bluetooth -- LE is supported - Disable LE meta event,c86dfdd9
1752,Jul,7,13:40:31,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,- [ NETClientConnection effectiveBundleID ] using process name * as bundle ID ( this is expected for daemons without bundle ID,4a63014a
1753,Jul,7,13:40:35,authorMacBook-Pro,corecaptured,38124,,CCFile::captureLog,* : : *,881f3c82
1754,Jul,7,13:40:35,authorMacBook-Pro,corecaptured,38124,,Received Capture Event,Received Capture Event,3f143fab
1755,Jul,7,13:40:35,authorMacBook-Pro,corecaptured,38124,,CCFile::captureLog,* : : *,881f3c82
1756,Jul,7,13:40:35,authorMacBook-Pro,corecaptured,38124,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-07_13,40,35.857095]-AirPortBrcm4360_Logs-022.txt, Current File [2017-07-07_13,40,35.857095]-AirPortBrcm4360_Logs-022.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-07_13 , 40 , 35.857095 ] -AirPortBrcm4360_Logs-022.txt , Current File [ 2017-07-07_13 , 40 , 35.857095 ] -AirPortBrcm4360_Logs-022.txt",34385bba
1757,Jul,7,13:40:35,authorMacBook-Pro,corecaptured,38124,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-07_13,40,35.961495]-io80211Family-023.pcapng, Current File [2017-07-07_13,40,35.961495]-io80211Family-023.pcapng","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-07_13 , 40 , 35.961495 ] -io80211Family-023.pcapng , Current File [ 2017-07-07_13 , 40 , 35.961495 ] -io80211Family-023.pcapng",6a0f5705
1758,Jul,7,13:40:36,authorMacBook-Pro,kernel,0,,ARPT: 770712.519828: framerdy 0x0 bmccmd 3 framecnt 1024,ARPT : * : framerdy #spec# bmccmd #spec# framecnt #spec#,a8201852
1759,Jul,7,13:40:36,authorMacBook-Pro,corecaptured,38124,,"CCFile::captureLog Received Capture notice id: 1499460036.519390, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
1760,Jul,7,13:40:37,authorMacBook-Pro,corecaptured,38124,,"CCFile::copyFile fileName is [2017-07-07_13,40,37.052249]-io80211Family-031.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-07_13,40,37.052249]-io80211Family-031.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-07_13,40,37.192896]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-07_13,40,37.052249]-io80211Family-031.pcapng","CCFile : : copyFile fileName is [ 2017-07-07_13 , 40 , 37.052249 ] -io80211Family-031.pcapng , source path : #spec# [ 2017-07-07_13 , 40 , 37.052249 ] -io80211Family-031.pcapng , dest path : #spec# [ 2017-07-07_13 , 40 , 37.192896 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-07_13 , 40 , 37.052249 ] -io80211Family-031.pcapng",7e9a36bc
1761,Jul,7,13:40:37,authorMacBook-Pro,corecaptured,38124,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,d6337bb0
1762,Jul,7,13:40:37,authorMacBook-Pro,corecaptured,38124,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-07_13,40,35.959475] - AuthFail:sts:5_rsn:0.xml","doSaveChannels@286 : Will write to : #spec# [ 2017-07-07_13 , 40 , 35.959475 ] - AuthFail : sts : 5_rsn : #spec#",8687c861
1763,Jul,7,13:40:39,calvisitor-10-105-160-205,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from #spec# to #spec#,8e30ac6c
1764,Jul,7,13:40:52,calvisitor-10-105-160-205,QQ,10018,,############################## _getSysMsgList,############################## _getSysMsgList,42e9195d
1765,Jul,7,13:42:10,calvisitor-10-105-160-205,kernel,0,,TBT W (2): 0x0040 [x],TBT W ( 2 ) : #spec# [ x ],a28acb59
1766,Jul,7,13:42:10,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from #spec# to #spec#,8e30ac6c
1767,Jul,7,13:42:15,authorMacBook-Pro,kernel,0,,ARPT: 770772.533370: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,ARPT : * : AQM agg params #spec# maxlen hi/lo #spec# #spec# minlen #spec# adjlen #spec#,719bf6d7
1768,Jul,7,13:42:17,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,- [ NETClientConnection effectiveBundleID ] using process name * as bundle ID ( this is expected for daemons without bundle ID,4a63014a
1769,Jul,7,13:42:17,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,Captive : CNPluginHandler en0 : *,c0eac934
1770,Jul,7,13:42:17,authorMacBook-Pro,configd,53,,network changed: v4(en0+:10.105.160.205) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,network changed : v4 ( en0+ : #spec# ) v6 ( en0 : 2607 : f140 : 6000 : 8 : c6b3 : 1ff : fecd : 467f ) DNS! Proxy SMB,dc35d3df
1771,Jul,7,13:42:30,authorMacBook-Pro,kernel,0,,ARPT: 770786.961436: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,ARPT : * : AQM agg params #spec# maxlen hi/lo #spec# #spec# minlen #spec# adjlen #spec#,719bf6d7
1772,Jul,7,13:42:34,authorMacBook-Pro,corecaptured,38124,,CCFile::captureLog,* : : *,881f3c82
1773,Jul,7,13:42:34,authorMacBook-Pro,corecaptured,38124,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-07_13,42,34.831310]-AirPortBrcm4360_Logs-041.txt, Current File [2017-07-07_13,42,34.831310]-AirPortBrcm4360_Logs-041.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-07_13 , 42 , 34.831310 ] -AirPortBrcm4360_Logs-041.txt , Current File [ 2017-07-07_13 , 42 , 34.831310 ] -AirPortBrcm4360_Logs-041.txt",0744a6ae
1774,Jul,7,13:42:41,authorMacBook-Pro,kernel,0,,ARPT: 770798.478026: framerdy 0x0 bmccmd 3 framecnt 1024,ARPT : * : framerdy #spec# bmccmd #spec# framecnt #spec#,a8201852
1775,Jul,7,13:42:46,authorMacBook-Pro,kernel,0,,ARPT: 770802.879782: wlc_dump_aggfifo:,ARPT : * : wlc_dump_aggfifo :,b887a914
1776,Jul,7,13:42:46,authorMacBook-Pro,corecaptured,38124,,Received Capture Event,Received Capture Event,3f143fab
1777,Jul,7,13:42:48,authorMacBook-Pro,corecaptured,38124,,CCFile::captureLog,* : : *,881f3c82
1778,Jul,7,13:48:27,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,AppleThunderboltGenericHAL : : earlyWake - complete - took #spec# milliseconds,b2eac4df
1779,Jul,7,13:48:27,authorMacBook-Pro,kernel,0,,ARPT: 770812.035971: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,ARPT : * : AirPort_Brcm43xx : : powerChange : System Wake - Full Wake/ Dark Wake / Maintenance wake,b07a68b9
1780,Jul,7,13:48:29,authorMacBook-Pro,cdpd,11807,,Saw change in network reachability (isReachable=2),Saw change in network reachability ( isReachable = * ),753a7f7f
1781,Jul,7,13:48:52,calvisitor-10-105-160-205,com.apple.AddressBook.InternetAccountsBridge,38158,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,dnssd_clientstub ConnectToServer : connect ( ) - > No of tries : #spec#,3925f246
1782,Jul,7,13:58:13,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,__73- [ NetworkAnalyticsEngine observeValueForKeyPath : ofObject : change : context : ] _block_invoke unexpected switch value #spec#,73256b94
1783,Jul,7,13:58:22,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,- [ NETClientConnection effectiveBundleID ] using process name * as bundle ID ( this is expected for daemons without bundle ID,4a63014a
1784,Jul,7,14:03:25,calvisitor-10-105-160-205,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,AppleThunderboltNHIType2 : : prePCIWake - power up complete - took #spec# us,8b78eca7
1785,Jul,7,14:03:30,calvisitor-10-105-160-205,kernel,0,,AppleCamIn::handleWakeEvent_gated,* : : *,881f3c82
1786,Jul,7,14:03:45,calvisitor-10-105-160-205,sandboxd,129,[38179],com.apple.Addres(38179) deny network-outbound /private/var/run/mDNSResponder,#spec# ( * ) deny network-outbound #spec#,f1fd7d4b
1787,Jul,7,14:07:21,calvisitor-10-105-160-205,com.apple.WebKit.WebContent,32778,,[14:07:21.190] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ 14 : 07 : 21.190 ] < < < < Boss > > > > figPlaybackBossPrerollCompleted : unexpected preroll-complete notification,a1cf1ef0
1788,Jul,7,14:09:44,calvisitor-10-105-160-205,cloudd,326,,"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","SecOSStatusWith error : [ -50 ] Error Domain = NSOSStatusErrorDomain Code = -50 ""query missing class name"" ( paramErr : error in user parameter list ) UserInfo = { NSDescription = query missing class name }",aa8be70f
1789,Jul,7,14:09:45,calvisitor-10-105-160-205,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.user.501,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.94"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent","Service "" #spec# "" tried to hijack endpoint "" #spec# "" from owner : #spec#",12265622
1790,Jul,7,14:19:56,calvisitor-10-105-160-205,syslogd,44,,ASL Sender Statistics,ASL Sender Statistics,b5dd3697
1791,Jul,7,14:19:57,calvisitor-10-105-160-205,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c911454f15210b has no prefix,in6_unlink_ifa : IPv6 address #spec# has no prefix,f269eff2
1792,Jul,7,14:20:52,calvisitor-10-105-160-205,kernel,0,,"ARPT: 771388.849884: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10","ARPT : * : wl0 : setup_keepalive : interval 900 , retry_interval 30 , retry_count #spec#",0a7a3ad5
1793,Jul,7,14:33:34,calvisitor-10-105-160-205,syslogd,44,,ASL Sender Statistics,ASL Sender Statistics,b5dd3697
1794,Jul,7,14:33:34,calvisitor-10-105-160-205,kernel,0,,Previous sleep cause: 5,Previous sleep cause : #spec#,df464220
1795,Jul,7,14:33:34,calvisitor-10-105-160-205,kernel,0,,ARPT: 771393.363637: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,ARPT : * : AirPort_Brcm43xx : : powerChange : System Wake - Full Wake/ Dark Wake / Maintenance wake,b07a68b9
1796,Jul,7,14:47:12,calvisitor-10-105-160-205,kernel,0,,ARPT: 771456.438849: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT : * : AirPort_Brcm43xx : : platformWoWEnable : WWEN [ disable ],0d6ef329
1797,Jul,7,15:00:50,calvisitor-10-105-160-205,kernel,0,,ARPT: 771516.615152: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT : * : AirPort_Brcm43xx : : platformWoWEnable : WWEN [ disable ],0d6ef329
1798,Jul,7,15:01:07,calvisitor-10-105-160-205,sandboxd,129,[38210],com.apple.Addres(38210) deny network-outbound /private/var/run/mDNSResponder,#spec# ( * ) deny network-outbound #spec#,f1fd7d4b
1799,Jul,7,15:01:12,calvisitor-10-105-160-205,sandboxd,129,[38210],com.apple.Addres(38210) deny network-outbound /private/var/run/mDNSResponder,#spec# ( * ) deny network-outbound #spec#,f1fd7d4b
1800,Jul,7,15:14:27,calvisitor-10-105-160-205,kernel,0,,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,AirPort : Link Down on awdl0. Reason #spec# ( Unspecified ) .,3ebb948d
1801,Jul,7,15:14:27,calvisitor-10-105-160-205,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,IOThunderboltSwitch < 0 > ( #spec# ) : : listenerCallback - Thunderbolt HPD packet for route = #spec# port = #spec# unplug = #spec#,3297072d
1802,Jul,7,15:28:00,calvisitor-10-105-160-205,syslogd,44,,ASL Sender Statistics,ASL Sender Statistics,b5dd3697
1803,Jul,7,15:28:49,calvisitor-10-105-160-205,kernel,0,,"ARPT: 771631.938256: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 9235,","ARPT : 771631.938256 : IOPMPowerSource Information : onSleep , SleepType : Normal Sleep , ' ExternalConnected ' : No , ' TimeRemaining ' : 9235 ,",71f6e282
1804,Jul,7,16:04:15,calvisitor-10-105-160-205,kernel,0,,AppleCamIn::wakeEventHandlerThread,* : : *,881f3c82
1805,Jul,7,16:04:15,calvisitor-10-105-160-205,kernel,0,,en0: channel changed to 1,en0 : channel changed to #spec#,49fbcbe1
1806,Jul,7,16:04:15,calvisitor-10-105-160-205,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,- [ NetworkAnalyticsEngine _writeJournalRecord : fromCellFingerprint : key : atLOI : ofKind : lqm : isFaulty : ] Hashing of the primary key failed. Dropping the journal record.,4de07ebb
1807,Jul,7,16:04:15,calvisitor-10-105-160-205,kernel,0,,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0","Setting BTCoex Config : enable_2G : 1 , profile_2g : 0 , enable_5G : 1 , profile_5G : 0",5c5b046a
1808,Jul,7,16:04:16,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 25340 failed: 3 - No network route,tcp_connection_handle_connect_conditions_bad #spec# failed : #spec# - No network route,e3f0fc6b
1809,Jul,7,16:04:22,authorMacBook-Pro,netbiosd,38222,,Unable to start NetBIOS name service:,Unable to start NetBIOS name service :,76608524
1810,Jul,7,16:04:28,authorMacBook-Pro,networkd,195,,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc25354 123.151.10.190:80,- [ NETClientConnection evaluateCrazyIvan46 ] CI46 - Perform CrazyIvan46! QQ.10018 tc25354 #spec#,a3915926
1811,Jul,7,16:04:44,calvisitor-10-105-161-77,kernel,0,,"ARPT: 771663.085756: wl0: Roamed or switched channel, reason #8, bssid 00:a6:ca:db:93:cc, last RSSI -60","ARPT : 771663.085756 : wl0 : Roamed or switched channel , reason #8 , bssid 00 : a6 : ca : db : 93 : cc , last RSSI -60",41e2a503
1812,Jul,7,16:05:37,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Inactive,Captive : CNPluginHandler en0 : *,c0eac934
1813,Jul,7,16:05:38,authorMacBook-Pro,kernel,0,,en0: BSSID changed to 0c:68:03:d6:c5:1c,en0 : BSSID changed to 0c : 68 : 03 : d6 : c5 : 1c,60429ffb
1814,Jul,7,16:05:42,calvisitor-10-105-161-77,kernel,0,,AppleCamIn::handleWakeEvent_gated,* : : *,881f3c82
1815,Jul,7,16:24:10,authorMacBook-Pro,locationd,82,,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fb7f0035dc0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","PBRequester failed with Error Error Domain = NSURLErrorDomain Code = -1009 ""The Internet connection appears to be offline."" UserInfo = { NSUnderlyingError = #spec# { Error Domain = kCFErrorDomainCFNetwork Code = -1009 ""The Internet connection appears to be offline."" UserInfo = { NSErrorFailingURLStringKey = https : #spec# , NSErrorFailingURLKey = https : #spec# , _kCFStreamErrorCodeKey = 8 , _kCFStreamErrorDomainKey = 12 , NSLocalizedDescription = The Internet connection appears to be offline. } } , NSErrorFailingURLStringKey = https : #spec# , NSErrorFailingURLKey = https : #spec# , _kCFStreamErrorDomainKey = 12 , _kCFStreamErrorCodeKey = 8 , NSLocalizedDescription = The Internet connection appears to be offline. }",6d4d9c41
1816,Jul,7,16:24:11,authorMacBook-Pro,corecaptured,38241,,"CCFile::copyFile fileName is [2017-07-07_16,24,11.442212]-AirPortBrcm4360_Logs-001.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-07_16,24,11.442212]-AirPortBrcm4360_Logs-001.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-07_16,24,11.124183]=AssocFail:sts:2_rsn:0/DriverLogs//[2017-07-07_16,24,11.442212]-AirPortBrcm4360_Logs-001.txt","CCFile : : copyFile fileName is [ 2017-07-07_16 , 24 , 11.442212 ] -AirPortBrcm4360_Logs-001.txt , source path : #spec# [ 2017-07-07_16 , 24 , 11.442212 ] -AirPortBrcm4360_Logs-001.txt , dest path : #spec# [ 2017-07-07_16 , 24 , 11.124183 ] = AssocFail : sts : 2_rsn : #spec# [ 2017-07-07_16 , 24 , 11.442212 ] -AirPortBrcm4360_Logs-001.txt",e9be04dd
1817,Jul,7,16:24:11,authorMacBook-Pro,corecaptured,38241,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,d6337bb0
1818,Jul,7,16:24:16,authorMacBook-Pro,corecaptured,38241,,"CCFile::captureLog Received Capture notice id: 1499469856.145137, reason = AssocFail:sts:2_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AssocFail : sts : 2_rsn : 0",ef643865
1819,Jul,7,16:24:16,authorMacBook-Pro,corecaptured,38241,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,d6337bb0
1820,Jul,7,16:24:18,authorMacBook-Pro,corecaptured,38241,,Received Capture Event,Received Capture Event,3f143fab
1821,Jul,7,16:24:23,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,- [ NETClientConnection effectiveBundleID ] using process name * as bundle ID ( this is expected for daemons without bundle ID,4a63014a
1822,Jul,7,16:24:43,authorMacBook-Pro,QQ,10018,,############################## _getSysMsgList,############################## _getSysMsgList,42e9195d
1823,Jul,7,16:24:49,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,38247,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,dnssd_clientstub ConnectToServer : connect ( ) - > No of tries : #spec#,3925f246
1824,Jul,7,16:45:57,authorMacBook-Pro,WindowServer,184,,CGXDisplayDidWakeNotification [771797848593539]: posting kCGSDisplayDidWake,CGXDisplayDidWakeNotification [ 771797848593539 ] : posting kCGSDisplayDidWake,363d1e52
1825,Jul,7,16:46:23,calvisitor-10-105-160-85,com.apple.AddressBook.InternetAccountsBridge,38259,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,dnssd_clientstub ConnectToServer : connect ( ) - > No of tries : #spec#,3925f246
1826,Jul,7,16:49:57,calvisitor-10-105-160-85,locationd,82,,Location icon should now be in state 'Inactive',Location icon should now be in state ' * ',22866518
1827,Jul,7,16:53:53,calvisitor-10-105-160-85,com.apple.SecurityServer,80,,Session 102106 destroyed,Session #spec# destroyed,be905df1
1828,Jul,7,16:57:09,calvisitor-10-105-160-85,com.apple.WebKit.WebContent,32778,,[16:57:09.235] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ 16 : 57 : 09.235 ] < < < < Boss > > > > figPlaybackBossPrerollCompleted : unexpected preroll-complete notification,73d8847f
1829,Jul,7,16:59:44,calvisitor-10-105-160-85,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,KeychainGetICDPStatus : keychain : -25300,dceb8db9
1830,Jul,7,17:15:46,calvisitor-10-105-160-85,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.38405,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","Path not allowed in target domain : type = pid , path = #spec# error = 147 : The specified service did not ship in the requestor ' s bundle , origin = #spec#",e46e2774
1831,Jul,7,17:20:30,calvisitor-10-105-160-85,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping : pid #spec# failed to act on a ping it dequeued before timing out.,5ce70f9b
1832,Jul,7,17:30:00,calvisitor-10-105-160-85,kernel,0,,Sandbox: QuickLookSatelli(38418) deny(1) mach-lookup com.apple.networkd,Sandbox : QuickLookSatelli ( 38418 ) deny ( 1 ) mach-lookup #spec#,461cb8c3
